Account,URL,Has Sitemap,Is Active
Midstate Mitsubishi,https://www.midstatemitsu.com/,TRUE,TRUE
New Bedford Mitsubishi,https://www.newbedfordmitsubishi.com/,TRUE,TRUE
Volkswagen Laurentides,https://www.vwlaurentides.com/,TRUE,TRUE
Volkswagen Richmond Hill,https://www.richmondhillvw.ca/,TRUE,TRUE
Volkswagen Victoriaville,https://www.vwvicto.com/fr,TRUE,TRUE
Westwood Honda,https://westwoodhonda.com/,TRUE,TRUE
Windsor Hyundai,https://www.windsorhyundai.ca/,FALSE,FALSE
Yorkdale Dufferin Mazda,https://www.yorkdaledufferinmazda.ca/,TRUE,FALSE
IG Burton and Co.,http://www.igburton.com/,TRUE,FALSE
Stop 23 Auto Sales Ltd,https://www.stop23.ca/,TRUE,FALSE
Alliston Volkswagen,https://www.allistonvw.com/,TRUE,TRUE
Hyundai of Aurora,https://www.hyundaiofaurora.ca/,TRUE,TRUE
Auto Clearing Jeep & Ram,https://www.autoclearing.com/,TRUE,TRUE
Bathurst Honda,https://www.bathursthonda.com/,TRUE,TRUE
Bayview Chrysler Dodge,https://www.bayviewchryslerdodge.com/,TRUE,TRUE
Duncan Hyundai,https://www.duncanhyundai.net/,TRUE,TRUE
Vegreville Ford,https://www.vegford.ca/,TRUE,FALSE
Volvo Laval,https://www.volvolaval.com/en,TRUE,TRUE
Volvo de Québec,https://www.volvodequebec.com/fr,TRUE,FALSE
Windsor Chrysler,https://www.windsorchrysler.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_term=GoogleLocalTraffic/,TRUE,TRUE
Zender Ford,https://www.zenderford.com/,TRUE,TRUE
Turner Volkswagen,https://www.turnervw.ca/en,TRUE,TRUE
Vaudreuil Volkswagen,https://www.vaudreuilvolkswagen.com/,FALSE,FALSE
Kingscross Hyundai,https://www.kingscrosshyundai.ca/,TRUE,FALSE
Town + Country Volkswagen,https://www.tcvw.ca/en,TRUE,TRUE
Clarkdale Volkswagen,https://www.clarkdale.ca/,TRUE,TRUE
Johnstons Subaru,https://www.johnstonssubaru.com/,TRUE,TRUE
Grand Junction Subaru,https://www.rockymtnsubaru.com/,TRUE,TRUE
Lally Auto Group,https://www.lallyauto.com/,TRUE,TRUE
Mike Jackson GM,https://www.mikejacksongm.com/,TRUE,TRUE
Lougheed Hyundai,https://www.lougheedhyundai.com/,TRUE,TRUE
Star Subaru,https://www.starsubaru.com/,TRUE,TRUE
Subaru of Cherry Hill,https://www.subaruofcherryhill.com/,TRUE,TRUE
Valley Ford Kentville,https://www.valleyford.ca/,TRUE,TRUE
Mike Yarek Dodge Chrysler Limited,https://www.mikeyarekdodge.ca/,TRUE,TRUE
Hanover Chrysler Dodge Jeep,https://www.hanoverchryslerdodge.com/,TRUE,TRUE
Bouctouche Chrysler Dodge,https://www.bouctouchechrysler.ca/,TRUE,TRUE
Gold Rush Subaru,https://www.goldrushsubaru.com/,TRUE,TRUE
Owasco Volkswagen,https://owascovolkswagen.ca/,FALSE,FALSE
Sterne Acura,https://www.sterneacura.com/,TRUE,TRUE
Surrey Honda,https://www.surreyhonda.com/,TRUE,TRUE
Preston GM,https://www.prestongm.com/,TRUE,TRUE
Riverside Dodge,https://www.riversidechrysler.ca/,TRUE,FALSE
Mercedes-Benz Laval,https://www.mercedes-benz-laval.ca/fr,TRUE,FALSE
Leduc Chrysler,https://www.leducchrysler.ca/,FALSE,FALSE
MacMaster Chevrolet Cadillac Buick GMC,https://www.macmasterchev.ca/,TRUE,TRUE
Kia West,https://www.kiawest.com/,TRUE,FALSE
Stetson GM,https://www.stetsongm.com/,TRUE,FALSE
Jaguar Laval,https://www.jaguarlaval.com/eng/,FALSE,FALSE
Kia of Owen Sound,https://www.kiaowensound.ca/,TRUE,FALSE
Georgetown Volkswagen,https://www.georgetownvw.com/,TRUE,TRUE
Gold Key Langley Volkswagen,https://www.goldkeylangleyvw.ca/,FALSE,TRUE
Grand Touring Automobiles,https://www.grandtouringautos.com/,TRUE,TRUE
Guelph Volkswagen,https://www.gvw.ca/en,TRUE,TRUE
Hamilton Volkswagen,https://www.hamiltonvw.com/en,TRUE,FALSE
Heninger Toyota,https://www.heningertoyota.com/,TRUE,TRUE
Hub City Volkswagen,https://www.hubcitymotors.com/en/,FALSE,TRUE
Hyundai of Oakville,https://www.hyundaiofoakville.com/,TRUE,TRUE
Harbourview Autohaus (VW),https://www.harbourviewvw.com/en,TRUE,FALSE
Queensway Hyundai,https://www.queenswayhyundai.ca/,TRUE,TRUE
Capilano Audi,https://www.capilanoaudi.com/,TRUE,TRUE
Capilano Volkswagen,https://www.capilanovw.com/en,TRUE,FALSE
Cavalcade Ford Lincoln,https://www.cavalcadeford.com/,TRUE,TRUE
City Mazda,https://www.citymazda.com/en,TRUE,FALSE
Douglass Subaru,https://www.douglasssubaru.com/,TRUE,TRUE
Test Moto Dealership,https://www.motorcycle.com/features/how-to-test-ride-practically-any-motorcycle.html,FALSE,FALSE
Subaru of Portland,https://www.subaruofportland.com/,TRUE,TRUE
Carson Exports,https://www.carsonexports.com/,TRUE,TRUE
Reynolds' Subaru,https://www.reynoldssubaru.com/,FALSE,TRUE
Dutch Miller Subaru,https://www.dutchmillersubaru.com/,TRUE,TRUE
Sherwood Chevrolet Inc,https://www.sherwoodchev.com/,TRUE,TRUE
Carrefour 40-640 Volkswagen,https://www.carrefourvw.com/fr,TRUE,TRUE
Dale Wurfel Chrysler Dodge Jeep,http://www.dalewurfelchryslerdodgejeep.com/,FALSE,TRUE
Prestige Subaru Sales,https://www.prestigesubaru.com/,TRUE,FALSE
M'Lady Nissan,https://www.mlady.com/,FALSE,TRUE
Lynnes Auto Group,https://www.lynnes.com/,TRUE,TRUE
Cliche Auto Ford Vallée-Jonction,https://www.clicheautovallee.com/eng/,FALSE,TRUE
Auto Plus JT 112,https://www.autosplusjt.com/,TRUE,TRUE
Haut-Richelieu Volkswagen,https://www.hrvolks.com/fr,TRUE,TRUE
The Car Club (AutosOnline.ca),https://www.thecarclub.ca/,TRUE,FALSE
Fort City Chrysler,https://www.fortcitychrysler.ca/,TRUE,TRUE
McCurdy Chevrolet Buick GMC Ltd.,https://www.mccurdygm.com/,FALSE,TRUE
Mercedes-Benz Peterborough,https://www.mercedes-benz-peterborough.ca/,FALSE,TRUE
Rendez Vous Nissan,https://www.rendezvousnissan.com/,TRUE,TRUE
Cornwall Volkswagen,https://www.cornwallvw.com/,TRUE,TRUE
Mercedes-Benz Downtown Calgary,https://www.mercedes-benz-downtowncalgary.ca/,TRUE,TRUE
Complexe Volkswagen 440,https://www.complexevw440.com/en/,TRUE,FALSE
Joliette Volkswagen,https://www.joliettevolkswagen.com/,TRUE,TRUE
Vallee Automobile Inc.,http://www.valleeautovw.com/fr,TRUE,FALSE
Drummondville Volkswagen,https://www.drummondvillevolkswagen.ca/fr,TRUE,TRUE
Volkswagen Rimouski,https://www.rimouskivw.ca/en/,FALSE,TRUE
Don Herring Mitsubishi,https://www.donherring.com/,TRUE,TRUE
Nissan of Muskoka,http://nissanofmuskoka.ca/,TRUE,FALSE
Williamson Chrysler,https://www.williamsonchrysleruxbridge.com/,TRUE,FALSE
Land Rover Laval,https://www.landroverlaval.com/eng/,FALSE,FALSE
Arbour Volkswagen,https://www.arbourvw.com/en/,TRUE,TRUE
Bel-Air Toyota,https://www.belairtoyota.ca/,FALSE,TRUE
Belleville Volkswagen,https://www.bellevillevw.com/,TRUE,FALSE
Kingston Volkswagen,https://www.kingstonvw.ca/en,TRUE,FALSE
Sisley for Honda,https://www.sisleyhonda.com/,FALSE,FALSE
Southgate Volkswagen,https://www.southgatevw.ca/en/,FALSE,TRUE
Sudbury Hyundai,https://www.sudburyhyundai.com/,TRUE,TRUE
Valentine Volvo,https://www.valentinevolvo.com/,TRUE,TRUE
Les Automobiles Popular,https://www.popularvw.com/fr,TRUE,TRUE
Mauricie Volkswagen,https://www.mauricie-vw.ca/fr,FALSE,FALSE
Colonial Subaru,https://www.colonialsubaru.com/,TRUE,TRUE
AutoFlash,https://www.autoflash.net/en/,TRUE,TRUE
Orleans Toyota,https://www.orleanstoyota.ca/,FALSE,TRUE
Paul Sadlon Motors,https://www.paulsadlon.com/,FALSE,TRUE
Pickering Volkswagen,https://www.pickeringvw.ca/,FALSE,TRUE
Rimar Volkswagen,https://www.rimarvw.com/,TRUE,FALSE
Roseland Motors,https://www.roselandvw.com/,FALSE,TRUE
Bell Auto,https://www.bellauto.ca/,TRUE,TRUE
Pfaff Auto,https://www.pfaffauto.com/,TRUE,TRUE
The FFUN Group,https://ffun.com/,FALSE,FALSE
Weins Canada,https://www.weinscanada.com/,TRUE,TRUE
Vickar Automotive Group,https://www.vickar.com/,TRUE,TRUE
Volkswagen of Kamloops,https://www.volkswagenofkamloops.com/,FALSE,TRUE
ALBI Kia Mascouche,https://www.albikia.com/eng/,FALSE,FALSE
Cambridge Volkswagen,https://www.cambridgevw.com/,TRUE,TRUE
Champlain Dodge Chrysler,https://www.champlaindodgechrysler.com/en/,TRUE,TRUE
Applewood Kia Surrey,https://www.applewoodkiasurrey.ca/,FALSE,FALSE
Applewood Nissan Richmond,https://www.applewoodnissanrichmond.ca/,FALSE,FALSE
Applewood Nissan Surrey,https://www.applewoodnissansurrey.ca/,FALSE,FALSE
Applewood Mitsubishi,https://www.applewoodmitsubishi.ca/,FALSE,FALSE
Applewood Ford,https://www.applewoodford.ca/,FALSE,FALSE
Original Applewood Motors,https://www.originalapplewood.com/,FALSE,FALSE
Applewood Infiniti,https://www.applewoodinfiniti.ca/,FALSE,FALSE
Applewood GM,https://www.applewoodauto.com/,TRUE,TRUE
Applewood Langley Kia,https://www.applewoodkialangley.ca/,FALSE,FALSE
Abbotsford Volkswagen,https://www.abbotsfordvw.ca/,TRUE,TRUE
Crowfoot Hyundai,https://www.crowfoothyundai.com/,TRUE,TRUE
Dodge City Auto,https://www.dodgecityauto.com/,TRUE,TRUE
Chilliwack Volkswagen,https://www.chilliwackvw.ca/,TRUE,TRUE
Cambridge Hyundai,https://www.cambridgehyundai.com/,TRUE,TRUE
Grande Prairie Subaru,https://www.gpsubaru.com/,TRUE,TRUE
Northland Hyundai,https://www.northland-hyundai.ca/,TRUE,TRUE
Guelph Hyundai,https://www.guelphhyundai.com/,TRUE,TRUE
Hyatt Infiniti,https://www.hyattinfiniticalgary.com/,TRUE,TRUE
Eastern Chrysler,https://www.easternchrysler.com/,TRUE,TRUE
Grande Prairie Hyundai,https://www.gphyundai.com/,TRUE,TRUE
Sherwood Park Hyundai,https://www.sphyundai.com/,TRUE,TRUE
Sherwood Park Volkswagen,https://www.sherwoodpark-vw.ca/,TRUE,FALSE
401 Dixie Hyundai,https://www.401dixiehyundai.com/,TRUE,TRUE
Dartmouth Chrysler Jeep Dodge,https://www.ddodge.com/,TRUE,TRUE
Fish Creek Nissan,https://www.fishcreeknissancalgary.ca/,TRUE,TRUE
Okanagan Dodge,https://www.okanagandodge.com/,TRUE,TRUE
Auto Planet Durham,https://www.autoplanet.ca/,TRUE,TRUE
Auto Planet Brampton,https://www.autoplanet.ca/,TRUE,TRUE
Auto West BMW,https://www.autowestbmw.com/,TRUE,TRUE
Volkswagen Downtown Toronto,https://www.volkswagendowntowntoronto.ca/en/,FALSE,TRUE
Volkswagen Villa,https://www.volkswagenvilla.ca/,FALSE,TRUE
Volvo of Toronto,https://www.volvooftoronto.com/,TRUE,TRUE
Bannister Kelowna (GM),https://www.bannisterkelowna.com/,TRUE,TRUE
Edmundston Honda,https://www.edmundstonhonda.com/en/,TRUE,TRUE
Provincial Chrysler,https://www.provincialchryslerdealer.com/,TRUE,TRUE
Alfa Romeo of London,https://www.alfaromeolondon.ca/,TRUE,TRUE
Oxford Dodge - London,https://www.oxforddodge.ca/,TRUE,TRUE
Audi Brampton,https://www.audibrampton.com/en,TRUE,FALSE
Bramgate Volkswagen,https://www.bramgatevw.ca/en,TRUE,FALSE
Bramgate Pre Owned Centre,https://www.bramgatepreowned.ca/,TRUE,TRUE
Audi Mississauga,https://www.audimississauga.com/en,TRUE,FALSE
Used Car Corner,https://www.usedcarcorner.ca/,TRUE,FALSE
Whitby Oshawa Honda,https://www.whitbyoshawahonda.com/,TRUE,TRUE
Toyota Northwest Edmonton,https://www.toyotanorthwestedmonton.com/,TRUE,TRUE
Boundary Ford,https://www.boundaryford.com/,TRUE,TRUE
Toyota on the Park,https://www.toyotaonthepark.ca/,TRUE,TRUE
Scarborough Toyota,https://www.scarboroughtoyota.ca/,TRUE,TRUE
Sherwood Park Toyota,https://www.sptoyota.com/,TRUE,TRUE
Maclin Ford,https://www.maclinfordcalgary.com/,TRUE,TRUE
Unique Chrysler Dodge Jeep,https://www.uniquechrysler.com/,TRUE,TRUE
Northway Lincoln,https://www.northwayford.ca/,TRUE,TRUE
Grimsby Kia,https://www.grimsbykia.com/,TRUE,FALSE
Car Nation Canada Direct,https://www.carnationcanadadirect.ca/,TRUE,TRUE
Northway Ford,https://www.northwayford.ca/,TRUE,TRUE
Cowell Volkswagen,https://www.cowellvw.com/en/,FALSE,TRUE
Volkswagen Waterloo,https://www.vwwaterloo.com/,TRUE,FALSE
Crosby Volkswagen,https://www.crosbyvw.com/en,TRUE,TRUE
Audi Kitchener-Waterloo,https://www.audikw.com/en,TRUE,TRUE
Dalmar Motors Limited.,https://www.dalmarvw.ca/en,TRUE,FALSE
Davis Chevrolet GMC Buick - Airdrie,https://www.davischev.com/,TRUE,TRUE
Destination Honda Burnaby,https://www.destinationhonda.ca/,TRUE,TRUE
Audi Uptown,https://www.audiuptown.com/,TRUE,TRUE
Crown Honda,https://www.crownhonda.ca/,TRUE,TRUE
Crown Toyota,https://www.crowntoyota.ca/,TRUE,TRUE
Don Herring North Mitsubishi,https://www.donherringplano.com/,TRUE,TRUE
Don Herring Irving Mitsubishi,https://www.donherringirving.com/,TRUE,TRUE
Don Herring Mitsubishi - Dallas,https://www.donherring.com/,TRUE,TRUE
Pickering Honda,https://www.pickeringhonda.com/,TRUE,TRUE
Formula Honda,https://www.formulahonda.com/,TRUE,TRUE
Carman Ford,https://www.carmanford.ca/,TRUE,TRUE
River City Ford,https://www.rivercityford.ca/,TRUE,TRUE
Subaru of Niagara,https://www.subaruofniagara.ca/,FALSE,TRUE
Volkswagen Victoria,https://www.vwvictoria.com/,TRUE,TRUE
Gary Moe Volkswagen,https://vw.garymoe.com/,TRUE,FALSE
Go Auto Haus Volkswagen (formerly Knight Auto Haus),https://www.goautohausvw.ca/en/,FALSE,TRUE
Southtown Hyundai,https://www.gohyundai.ca/,FALSE,FALSE
Norden Volkswagen,https://www.nordenvw.ca/,FALSE,TRUE
Northstar Hyundai,https://www.gohyundai.ca/,FALSE,FALSE
Grande Prairie Volkswagen,https://www.gpvolkswagen.ca/,TRUE,TRUE
Jaguar Toronto,https://www.jaguartoronto.com/,FALSE,TRUE
Land Rover Toronto,https://www.landrovertoronto.ca/,FALSE,TRUE
Volvo of Waterloo,https://www.volvoofwaterloo.com/,TRUE,TRUE
Land Rover Waterloo,https://www.landroverwaterloo.com/en/,FALSE,TRUE
Jaguar Waterloo,https://www.jaguarwaterloo.com/en/,FALSE,TRUE
Volkswagen Gabriel St-Constant,https://www.vwgabrielstconstant.com/en/,FALSE,TRUE
Volkswagen Gabriel St-Laurent,https://www.vwgabrielstlaurent.com/en/,FALSE,TRUE
Volkswagen Lauzon Blainville,https://www.vwlauzonblainville.com/fr,TRUE,TRUE
Volkswagen Lauzon Boisbriand,https://www.vwlauzonboisbriand.com/en,TRUE,TRUE
Chomedey Hyundai,https://www.chomedeyhyundai.com/eng/,FALSE,FALSE
Subaru Rive-Nord,https://www.subarurivenord.com/eng/,FALSE,FALSE
Volkswagen de l'Outaouais,https://www.vwo.ca/,FALSE,FALSE
Mercedes-Benz Gatineau,https://www.mercedes-benz-gatineau.ca/fr,TRUE,FALSE
Volkswagen of Windsor,https://www.vwofwindsor.com/en,TRUE,FALSE
Puente Hills Toyota,https://www.puentehillstoyota.com/,TRUE,TRUE
Northridge Toyota,https://www.northridgetoyota.com/,TRUE,TRUE
Kenosha Subaru,https://www.kenoshasubaru.com/,TRUE,TRUE
Applewood Chevrolet Cadillac Buick GMC,https://www.applewoodauto.com/,TRUE,TRUE
Volkswagen MidTown Toronto,https://www.vwmidtowntoronto.com/,TRUE,FALSE
Humberview Volkswagen,https://www.humberviewvw.com/,TRUE,FALSE
Colony Ford,https://www.colonyfordlincoln.com/,TRUE,TRUE
Northwest Acura,https://www.northwestacura.com/,TRUE,TRUE
IG Burton BMW  Delaware,https://www.igburtonbmw.com/,TRUE,TRUE
Coventry North Jaguar,https://www.coventrynorthjaguar.com/en/,FALSE,FALSE
Weston Ford,https://westonford.ca/,TRUE,TRUE
Yorkdale Ford,https://yorkdaleford.com/,TRUE,TRUE
Formula Ford Sales,https://formulafordlincoln.com/,TRUE,TRUE
Yorkdale Lincoln,https://yorkdalelincoln.com/,TRUE,TRUE
Pickering Chrysler,http://www.pickeringchryslerdodge.ca/,FALSE,TRUE
Coventry North Land Rover,https://www.coventrynorthlandrover.com/en/,FALSE,FALSE
Formula Lincoln,https://formulalincoln.ca/,TRUE,TRUE
Jack Carter Chevrolet Buick GMC Cadillac,https://www.jackcarterchev.ca/,TRUE,FALSE
Scarborough Nissan,https://www.scarboroughnissan.com/,TRUE,FALSE
Victory Lincoln,https://www.victorylincoln.com/,TRUE,TRUE
Chatham Mazda,https://www.chathammazda.com/,TRUE,TRUE
Lally Kia,https://www.lallykia.com/,TRUE,TRUE
Chatham Chrysler Dodge Jeep Ram,https://www.chathamchrysler.com/,TRUE,TRUE
Reaume Chevrolet Buick GMC,https://www.reaumechev.com/,TRUE,TRUE
Lally Ford,https://www.lallyford.com/,TRUE,FALSE
Lally Southpoint Ford,https://www.southpointford.ca/,TRUE,FALSE
Lally Chevrolet,https://www.lallychev.com/,TRUE,TRUE
Victory Ford,https://www.victoryford.ca/,TRUE,TRUE
Lauria Volkswagen,https://www.lauriavolkswagen.com/,TRUE,TRUE
Lauria Hyundai,https://www.lauriahyundai.com/,TRUE,TRUE
Volkswagen Chatham,https://www.vwchatham.com/,FALSE,TRUE
Leavens Volvo Cars London,https://www.leavensvolvocarslondon.com/en,TRUE,TRUE
Audi Windsor,https://www.audiwindsor.com/,TRUE,FALSE
Leavens Volkswagen,https://www.leavensvw.com/,FALSE,TRUE
Yorkdale Volkswagen,https://www.yorkdalevw.ca/,TRUE,TRUE
Acura Sherway,https://www.acurasherway.com/,TRUE,TRUE
Orangeville Volkswagen,https://www.orangevillevw.ca/,TRUE,TRUE
Legacy Ford Fernie,https://www.legacyfordfernie.ca/,TRUE,TRUE
Legacy Ford Rimbey,https://www.legacyfordrimbey.ca/,TRUE,TRUE
Legacy Ford Ponoka,https://www.legacyfordponoka.ca/,TRUE,TRUE
Legacy Dodge Wetaskiwin,https://www.legacydodgewetaskiwin.com/,TRUE,FALSE
Toyota City Wetaskiwin,https://www.toyotacity.ca/,TRUE,TRUE
Lynnes Nissan,https://www.lynnesnissan.com/,TRUE,TRUE
Lynnes Hyundai,https://www.lynneshyundai.com/,TRUE,TRUE
Volvo Metro West,https://www.volvometrowest.com/,TRUE,TRUE
Jaguar Metro West,https://www.jaguarmetrowest.ca/,FALSE,TRUE
Land Rover Metro West,https://www.landrovermetrowest.ca/,FALSE,TRUE
West Toronto Kia,https://www.westtorontokia.ca/,TRUE,TRUE
Toronto Hyundai,https://www.torontohyundai.com/,TRUE,TRUE
South Trail Nissan,https://www.southtrailnissan.ca/,TRUE,TRUE
Varsity Chrysler Dodge Jeep,https://www.varsitychrysler.com/,TRUE,TRUE
Royal Oak Nissan,https://www.royaloaknissan.ca/,TRUE,TRUE
South Trail Chrysler,https://www.southtrailchrysler.com/,TRUE,FALSE
South Trail Kia,https://www.southtrailkia.com/,TRUE,TRUE
Eastside Dodge Chrysler,https://www.eastsidedodge.com/,TRUE,TRUE
Eastside Kia,https://www.eastsidekia.ca/,TRUE,TRUE
Land Rover Ottawa,https://www.landroverottawa.net/en/,FALSE,FALSE
Jaguar Ottawa,https://www.jaguarottawa.net/en/,FALSE,FALSE
Bytek Volkswagen,https://www.bytekvolkswagen.com/,FALSE,TRUE
Taylor Creek Volkswagen,https://www.taylorcreekvw.com/en/,FALSE,TRUE
Murray Mazda Chilliwack,https://www.murraymazda.ca/,TRUE,TRUE
Dunn Chrysler Dodge Jeep Ram,https://www.dunnramtrucks.ca/,TRUE,TRUE
Craig Dunn Motor CITY,https://www.cdmc.ca/,FALSE,TRUE
Murray Hyundai,https://www.murrayhyundai.com/,TRUE,TRUE
Virden Chrysler,https://www.virdenchrysler.ca/,TRUE,TRUE
Myers Volkswagen,https://www.myersvw.ca/en,TRUE,FALSE
Aurora Toyota,https://www.auroratoyota.ca/,TRUE,TRUE
NewRoads Mazda,https://www.newroadsmazda.com/,TRUE,TRUE
Newmarket Toyota,https://www.newmarkettoyota.ca/,TRUE,TRUE
NewRoads Subaru - Newmarket,https://www.nrsubaru.ca/,TRUE,TRUE
VanDusen GM,https://www.vandusengm.com/,TRUE,TRUE
NewRoads Chevrolet Cadillac Buick GMC,https://www.newroadsgm.com/,TRUE,TRUE
NewRoads Chrysler,https://www.newroadschrysler.com/,TRUE,TRUE
NewRoads Subaru - Richmond Hill,https://www.rhsubaru.com/,TRUE,TRUE
Nielsen Mitsubishi,https://www.nielsenautos.com/,TRUE,FALSE
Northside Volkswagen,https://www.northsidevw.com/,TRUE,TRUE
O'Regan's Volkswagen Halifax,https://www.oregansvolkswagenhalifax.com/en/,FALSE,TRUE
O'Regan's BMW,https://www.oregansbmw.com/,FALSE,FALSE
Auto Gallery Subaru,https://www.autogallery.com/,TRUE,TRUE
Great Plains Ford,https://www.greatplainsford.com/,TRUE,TRUE
Kia Vancouver,https://www.kiavancouver.com/,TRUE,TRUE
Subaru Calgary,https://www.subarucalgary.com/,TRUE,TRUE
Ericksen Nissan,https://www.ericksennissan.com/,TRUE,TRUE
Palladino Mazda,https://www.palladinomazda.ca/,TRUE,FALSE
Don Valley Volkswagen,https://www.donvalleyvolkswagen.ca/,TRUE,TRUE
Grimsby Hyundai,https://www.grimsbyhyundai.com/,TRUE,TRUE
Brampton North Nissan,https://www.bramptonnorthnissan.ca/,TRUE,TRUE
Performance Hyundai,https://www.performancehyundai.com/,TRUE,TRUE
Brantford Toyota,https://www.brantfordtoyota.ca/,TRUE,TRUE
St. Catharines Volkswagen,https://www.stcatharinesvolkswagen.com/,TRUE,TRUE
Performance Lexus,https://www.performancelexus.ca/,TRUE,TRUE
Performance Toyota,https://www.performancetoyota.ca/,TRUE,TRUE
Pfaff BMW,https://www.pfaffbmw.com/,TRUE,TRUE
Mercedes-Benz Kitchener-Waterloo,https://www.mercedes-benz-kitchener-waterloo.ca/,TRUE,TRUE
HJ Pfaff Audi,https://www.hjpfaffaudi.com/,FALSE,TRUE
BMW Markham,https://www.bmwmarkham.com/,TRUE,FALSE
Pfaff Audi - Vaughan,https://www.pfaffaudi.com/,TRUE,FALSE
Pfaff Volkswagen,https://www.pfaffvw.com/,TRUE,TRUE
ToyotaTown,https://www.toyota-town.com/,TRUE,FALSE
Oakville Infiniti,https://www.oakvilleinfiniti.com/,TRUE,TRUE
Oakville Nissan,https://www.oakvillenissan.com/,TRUE,TRUE
South Pointe Toyota,https://www.southpointetoyota.com/,TRUE,TRUE
Country Hills Toyota,https://www.chtoyota.com/,TRUE,TRUE
Progressive Auto Sales,https://www.progressiveautosales.com/,TRUE,FALSE
Sarnia Volkswagen,https://www.sarniavw.ca/,TRUE,FALSE
Amherst Toyota,https://www.amhersttoyota.com/,TRUE,TRUE
Galt Chrysler Dodge,https://www.galtchrysler.ca/,TRUE,TRUE
Rally Volkswagen,https://www.rallyvolkswagen.com/,TRUE,FALSE
Ramsey Subaru,https://www.ramseysubaru.net/,TRUE,TRUE
Maranello BMW,http://www.maranellobmw.com/,TRUE,TRUE
MINI Vaughan West,https://minivaughanwest.com/,FALSE,TRUE
Comox Valley Volkswagen,https://www.comoxvalleyvolkswagen.com/en/,FALSE,TRUE
Richmond Acura,https://www.acurarichmond.com/,TRUE,TRUE
Volvo Cars New Brunswick,https://www.volvocarsnb.com/,TRUE,TRUE
Fifth Avenue Auto Haus,https://www.fifthavevw.com/,TRUE,FALSE
Volvo of Halifax,https://www.volvoofhalifax.com/,TRUE,TRUE
Steele Mazda,https://www.steelemazda.com/,TRUE,FALSE
Steele Volkswagen,https://www.steelevw.ca/en/,FALSE,TRUE
Steele GMC (Fredericton),https://www.steelegmcbuick.com/,FALSE,TRUE
Bridgewater Volkswagen,https://www.bridgewatervw.ca/en/inventory/search/,FALSE,TRUE
Stetson Hinton Chevrolet Buick GMC Ltd.,https://www.stetsonhintongm.com/,TRUE,TRUE
Volkswagen Centre of Saskatoon,https://www.saskatoonvw.com/,TRUE,FALSE
Saskatoon South Hyundai,https://www.saskatoonsouthhyundai.com/,TRUE,TRUE
Kia of Saskatoon,https://www.kiaofsaskatoon.com/,TRUE,FALSE
Saskatoon North Hyundai,https://www.saskatoonnorthhyundai.com/,TRUE,TRUE
Acura Centre of Saskatoon,https://www.acuracentre.com/,TRUE,FALSE
Country Ford,https://www.sunsetcountryford.com/,TRUE,FALSE
Bay King Chrysler,https://www.bayking.ca/,TRUE,TRUE
White Rock Volkswagen,https://www.whiterockvw.com/,TRUE,FALSE
Waverley Mitsubishi,https://www.waverleymitsubishi.ca/,TRUE,TRUE
Vickar Community Chevrolet,https://www.vickarchevrolet.ca/,FALSE,TRUE
Vickar Ford,https://www.vickarford.ca/,TRUE,FALSE
Vickar Mitsubishi,https://www.vickarmitsubishi.ca/,TRUE,TRUE
Vickar Nissan,https://www.vickarnissan.ca/,TRUE,TRUE
Markville Chevrolet,https://www.markvillechevrolet.com/,TRUE,FALSE
Gateway Chevrolet,https://www.gatewaychevrolet.ca/,TRUE,FALSE
Barrie Subaru,https://www.barriesubaru.com/,TRUE,TRUE
Don Valley North Hyundai,https://www.donvalleynorthhyundai.com/,TRUE,TRUE
Don Valley North Toyota,https://www.donvalleynorthtoyota.com/,TRUE,FALSE
Oakville Volkswagen,https://www.oakvillevolkswagen.com/,TRUE,FALSE
Whitby Subaru,https://www.whitbysubaru.com/,TRUE,TRUE
Don Valley North Lexus,https://www.donvalleynorthlexus.com/,TRUE,TRUE
Thornhill Toyota,https://www.thornhilltoyota.com/,TRUE,FALSE
Mercedes-Benz Barrie,https://www.mercedes-benz-barrie.ca/,FALSE,FALSE
Markville Toyota,https://www.markville.com/,TRUE,FALSE
Brampton Auto Mart,https://www.bramptonautomart.com/,TRUE,FALSE
Audi Oakville,https://www.audioakville.com/,TRUE,TRUE
Lexus of Richmond Hill,https://www.lexusofrichmondhill.com/,TRUE,TRUE
Mississauga Honda,https://www.mississaugahonda.com/,TRUE,TRUE
Parkway Honda,https://www.parkwayhonda.com/,TRUE,TRUE
Tampa Honda,https://www.tampahonda.com/,FALSE,FALSE
Williamson Chrysler Lindsay (Formerly Manley Motors Limited),https://www.williamsonchryslerlindsay.ca/,TRUE,FALSE
South Centre Volkswagen,https://www.southcentrevw.com/,TRUE,TRUE
Acura of Oakville,https://www.acuraofoakville.com/,TRUE,TRUE
